trajectory_id,64_95_class,wait,k_sequence,pre3_sequence,local4_sequence,first_pre111_event,last_pre111_event,maintains_pre111_to_pass,break_event_if_any,break_type_if_any,pass_face
3515,A_inflow,17,"2,1,3,2,4,2,1,2,2,1,1,2,2,3,1,1,1,1","1,2 | 1,2,1 | 2,1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,1 | 2,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,2,1,3+;2,1,3+,2 | 1,2,1,3+;1,3+,2,3+;2,1,3+,2 | 1,2,1,3+;1,3+,2,3+;2,1,3+,2;3+,2,3+,2 | 1,3+,2,3+;2,1,3+,2;2,3+,2,1;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,1;3+,2,1,2;3+,2,3+,2 | 2,1,2,2;2,3+,2,1;3+,2,1,2;3+,2,3+,2 | 1,2,2,1;2,1,2,2;2,3+,2,1;3+,2,1,2 | 1,2,2,1;2,1,2,2;2,2,1,1;3+,2,1,2 | 1,2,2,1;2,1,1,2;2,1,2,2;2,2,1,1 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",16,17,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3516,A_inflow,18,"1,1,1,2,1,3,4,1,2,2,1,1,2,2,3,1,1,1,1","2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,3+ | 3+,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,1,2;2,1,1,1 | 1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,3+,3+ | 1,1,2,1;1,2,1,3+;1,3+,3+,1;2,1,3+,3+ | 1,2,1,3+;1,3+,3+,1;2,1,3+,3+;3+,3+,1,2 | 1,3+,3+,1;2,1,3+,3+;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;1,3+,3+,1;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;2,2,1,1;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;2,1,1,2;2,2,1,1;3+,1,2,2 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",2,18,0,3,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3517,A_inflow,17,"1,1,2,1,3,4,1,2,2,1,1,2,2,3,1,1,1,1","3+,1 | 3+,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,3+ | 3+,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,2,1;3+,1,1,2 | 1,1,2,1;1,2,1,3+;3+,1,1,2 | 1,1,2,1;1,2,1,3+;2,1,3+,3+;3+,1,1,2 | 1,1,2,1;1,2,1,3+;1,3+,3+,1;2,1,3+,3+ | 1,2,1,3+;1,3+,3+,1;2,1,3+,3+;3+,3+,1,2 | 1,3+,3+,1;2,1,3+,3+;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;1,3+,3+,1;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;2,2,1,1;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;2,1,1,2;2,2,1,1;3+,1,2,2 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",16,17,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3518,A_inflow,18,"1,1,1,1,3,3,4,1,2,2,1,1,2,2,3,1,1,1,1","1,1 | 1,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,3+ | 3+,3+,3+ | 3+,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,1,1 | 1,1,1,1;1,1,1,3+ | 1,1,1,1;1,1,1,3+;1,1,3+,3+ | 1,1,1,1;1,1,1,3+;1,1,3+,3+;1,3+,3+,3+ | 1,1,1,3+;1,1,3+,3+;1,3+,3+,3+;3+,3+,3+,1 | 1,1,3+,3+;1,3+,3+,3+;3+,3+,1,2;3+,3+,3+,1 | 1,3+,3+,3+;3+,1,2,2;3+,3+,1,2;3+,3+,3+,1 | 1,2,2,1;3+,1,2,2;3+,3+,1,2;3+,3+,3+,1 | 1,2,2,1;2,2,1,1;3+,1,2,2;3+,3+,1,2 | 1,2,2,1;2,1,1,2;2,2,1,1;3+,1,2,2 | 1,1,2,2;1,2,2,1;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,1,1 | 1,1,2,2;1,2,2,3+;2,1,1,2;2,2,3+,1 | 1,1,2,2;1,2,2,3+;2,2,3+,1;2,3+,1,1 | 1,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",1,18,0,4,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3520,A_start,6,"6,1,1,3,1,1,1","3+ | 3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,1,1,3+ | 1,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3524,A_start,6,"2,2,6,1,1,1,1","2 | 2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,2,3+,1 | 2,2,3+,1;2,3+,1,1 | 2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3525,A_start,5,"4,6,1,1,1,1","3+ | 3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","3+,3+,1,1 | 3+,1,1,1;3+,3+,1,1 | 1,1,1,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,1;1,1,1,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",4,5,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3526,A_start,6,"1,1,8,1,1,1,1","1 | 1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,3+,1 | 1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3534,Other_inflow,17,"1,1,2,1,1,2,1,2,2,2,1,3,2,2,2,5,1,1","1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1","1,1,1,2;1,1,2,1 | 1,1,1,2;1,1,2,1;1,2,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,2 | 1,1,2,1;1,2,1,1;2,1,1,2 | 1,1,2,1;1,2,1,1;1,2,1,2;2,1,1,2 | 1,1,2,1;1,2,1,2;2,1,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,2;2,1,2,2 | 1,2,1,2;1,2,2,2;2,1,2,2;2,2,2,1 | 1,2,2,2;2,1,2,2;2,2,1,3+;2,2,2,1 | 1,2,2,2;2,1,3+,2;2,2,1,3+;2,2,2,1 | 1,3+,2,2;2,1,3+,2;2,2,1,3+;2,2,2,1 | 1,3+,2,2;2,1,3+,2;2,2,1,3+;3+,2,2,2 | 1,3+,2,2;2,1,3+,2;2,2,2,3+;3+,2,2,2 | 1,3+,2,2;2,2,2,3+;2,2,3+,1;3+,2,2,2 | 2,2,2,3+;2,2,3+,1;2,3+,1,1;3+,2,2,2 | 2,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;1,2,2,1;2,3+,1,1;3+,1,1,2",1,1,0,2,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=3+,1,1"
3535,Other_inflow,16,"1,1,3,1,2,1,2,2,2,1,3,2,2,2,5,1,1","1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1","1,1,1,3+;1,1,3+,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,1 | 1,1,3+,1;1,2,1,2;1,3+,1,2;3+,1,2,1 | 1,2,1,2;1,3+,1,2;2,1,2,2;3+,1,2,1 | 1,2,1,2;1,2,2,2;2,1,2,2;3+,1,2,1 | 1,2,1,2;1,2,2,2;2,1,2,2;2,2,2,1 | 1,2,2,2;2,1,2,2;2,2,1,3+;2,2,2,1 | 1,2,2,2;2,1,3+,2;2,2,1,3+;2,2,2,1 | 1,3+,2,2;2,1,3+,2;2,2,1,3+;2,2,2,1 | 1,3+,2,2;2,1,3+,2;2,2,1,3+;3+,2,2,2 | 1,3+,2,2;2,1,3+,2;2,2,2,3+;3+,2,2,2 | 1,3+,2,2;2,2,2,3+;2,2,3+,1;3+,2,2,2 | 2,2,2,3+;2,2,3+,1;2,3+,1,1;3+,2,2,2 | 2,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;1,2,2,1;2,3+,1,1;3+,1,1,2",1,1,0,2,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=3+,1,1"
3536,A_start,6,"4,3,1,3,1,1,1","3+ | 3+,3+ | 3+,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,3+,1,3+ | 3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;3+,1,3+,1;3+,3+,1,3+ | 1,3+,1,1;3+,1,1,1;3+,1,3+,1;3+,3+,1,3+ | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3540,A_start,6,"2,5,1,3,1,1,1","2 | 2,3+ | 2,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","2,3+,1,3+ | 2,3+,1,3+;3+,1,3+,1 | 1,3+,1,1;2,3+,1,3+;3+,1,3+,1 | 1,3+,1,1;2,3+,1,3+;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3541,A_start,5,"7,1,3,1,1,1","3+ | 3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","3+,1,3+,1 | 1,3+,1,1;3+,1,3+,1 | 1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,3+,1,1;3+,1,1,1;3+,1,3+,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",5,5,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3554,A_start,6,"1,2,5,3,1,1,1","1 | 1,2 | 1,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,2,3+,3+ | 1,2,3+,3+;2,3+,3+,1 | 1,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 1,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3555,A_start,5,"1,7,3,1,1,1","1 | 1,3+ | 1,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,3+,3+,1 | 1,3+,3+,1;3+,3+,1,1 | 1,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",5,5,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3556,A_inflow,18,"2,1,2,1,1,1,2,1,1,1,2,1,3,1,1,7,1,1,1","2,2 | 2,2,1 | 2,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","2,1,2,1;2,2,1,2 | 1,2,1,1;2,1,2,1;2,2,1,2 | 1,2,1,1;2,1,1,1;2,1,2,1;2,2,1,2 | 1,1,1,2;1,2,1,1;2,1,1,1;2,1,2,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,3+,1 | 1,1,2,1;1,2,1,3+;1,3+,1,1;2,1,3+,1 | 1,2,1,3+;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,1,1",5,18,0,6,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3557,A_inflow,17,"1,2,1,1,1,2,1,1,1,2,1,3,1,1,7,1,1,1","3+,1 | 3+,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,2,1,1;3+,1,2,1 | 1,2,1,1;2,1,1,1;3+,1,2,1 | 1,1,1,2;1,2,1,1;2,1,1,1;3+,1,2,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,3+,1 | 1,1,2,1;1,2,1,3+;1,3+,1,1;2,1,3+,1 | 1,2,1,3+;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,1,1",4,17,0,5,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3558,A_inflow,18,"1,3,2,1,1,1,2,1,1,1,2,1,3,1,1,7,1,1,1","1,1 | 1,1,3+ | 1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,2;1,3+,2,1 | 1,1,3+,2;1,3+,2,1;3+,2,1,1 | 1,1,3+,2;1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,2;1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,2;1,1,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,1;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,1,1 | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,3+,1 | 1,1,2,1;1,2,1,3+;1,3+,1,1;2,1,3+,1 | 1,2,1,3+;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,3+,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,1,1",5,18,0,6,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3567,A_inflow,15,"1,1,5,1,1,1,2,2,3,4,3,2,1,1,1,1","3+,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,1,3+,1;2,3+,3+,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+;3+,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,3+;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,3+;2,2,3+,3+ | 1,1,2,2;1,2,2,3+;2,2,3+,3+;2,3+,3+,3+ | 1,2,2,3+;2,2,3+,3+;2,3+,3+,3+;3+,3+,3+,2 | 2,2,3+,3+;2,3+,3+,3+;3+,3+,2,1;3+,3+,3+,2 | 2,3+,3+,3+;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 2,1,1,1;3+,2,1,1;3+,3+,2,1;3+,3+,3+,2 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,15,0,6,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3586,Other_start,6,"1,2,2,2,5,1,1","1 | 1,2 | 1,2,2 | 2,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1","1,2,2,2 | 1,2,2,2;2,2,2,3+ | 1,2,2,2;2,2,2,3+;2,2,3+,1 | 1,2,2,2;2,2,2,3+;2,2,3+,1;2,3+,1,1 | 2,2,2,3+;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;2,2,3+,1;2,3+,1,1;3+,1,1,2 | 1,1,2,2;1,2,2,1;2,3+,1,1;3+,1,1,2",,,0,,,"START_IN_LAYER | k=1 | pre3=3+,1,1"
3587,Other_start,5,"1,4,2,5,1,1","1 | 1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,1 | 3+,1,1","1,3+,2,3+ | 1,3+,2,3+;3+,2,3+,1 | 1,3+,2,3+;2,3+,1,1;3+,2,3+,1 | 1,3+,2,3+;2,3+,1,1;3+,1,1,2;3+,2,3+,1 | 1,1,2,2;2,3+,1,1;3+,1,1,2;3+,2,3+,1 | 1,1,2,2;1,2,2,1;2,3+,1,1;3+,1,1,2",,,0,,,"START_IN_LAYER | k=1 | pre3=3+,1,1"
3591,Other_inflow,18,"1,2,3,2,2,1,1,1,1,1,1,1,3,2,1,1,2,3,5","1,1 | 1,1,2 | 1,2,3+ | 2,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,2 | 1,2,3+ | 2,3+,3+","1,1,2,3+;1,2,3+,2 | 1,1,2,3+;1,2,3+,2;2,3+,2,2 | 1,1,2,3+;1,2,3+,2;2,3+,2,2;3+,2,2,1 | 1,2,3+,2;2,2,1,1;2,3+,2,2;3+,2,2,1 | 2,1,1,1;2,2,1,1;2,3+,2,2;3+,2,2,1 | 1,1,1,1;2,1,1,1;2,2,1,1;3+,2,2,1 | 1,1,1,1;2,1,1,1;2,2,1,1 | 1,1,1,1;2,1,1,1 | 1,1,1,1 | 1,1,1,1;1,1,1,3+ | 1,1,1,1;1,1,1,3+;1,1,3+,2 | 1,1,1,1;1,1,1,3+;1,1,3+,2;1,3+,2,1 | 1,1,1,3+;1,1,3+,2;1,3+,2,1;3+,2,1,1 | 1,1,3+,2;1,3+,2,1;2,1,1,2;3+,2,1,1 | 1,1,2,3+;1,3+,2,1;2,1,1,2;3+,2,1,1 | 1,1,2,3+;1,2,3+,3+;2,1,1,2;3+,2,1,1 | 1,1,2,3+;1,2,3+,3+;2,1,1,2;2,3+,3+,3+ | 1,1,2,3+;1,2,3+,3+;2,3+,3+,3+;3+,3+,3+,2 | 1,2,3+,3+;2,3+,3+,3+;3+,3+,2,1;3+,3+,3+,2",7,11,0,12,"1,1,3+","INFLOW_FROM_96-127 | k=5 | pre3=2,3+,3+"
3592,A_start,7,"3,2,2,3,1,1,1,1","3+ | 3+,2 | 3+,2,2 | 2,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","3+,2,2,3+ | 2,2,3+,1;3+,2,2,3+ | 2,2,3+,1;2,3+,1,1;3+,2,2,3+ | 2,2,3+,1;2,3+,1,1;3+,1,1,1;3+,2,2,3+ | 1,1,1,1;2,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3594,A_start,7,"1,4,2,3,1,1,1,1","1 | 1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,3+,2,3+ | 1,3+,2,3+;3+,2,3+,1 | 1,3+,2,3+;2,3+,1,1;3+,2,3+,1 | 1,3+,2,3+;2,3+,1,1;3+,1,1,1;3+,2,3+,1 | 1,1,1,1;2,3+,1,1;3+,1,1,1;3+,2,3+,1 | 1,1,1,1;1,1,1,3+;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,2",6,7,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
